Country,Authority,Measure,Year,Patents
Jamaica,United States Patent and Trademark Office,Patent grants,2010,7.0332999
Jamaica,European Patent Office,Patent applications,2011,0.0
Jamaica,European Patent Office,Patent grants,2011,0.0
Jamaica,United States Patent and Trademark Office,Patent applications,2011,3.0908999
Jamaica,United States Patent and Trademark Office,Patent grants,2011,3.0908999
Jamaica,European Patent Office,Patent applications,2012,0.0
Jamaica,European Patent Office,Patent grants,2012,0.0
Jamaica,United States Patent and Trademark Office,Patent applications,2012,6.4583001
Jamaica,United States Patent and Trademark Office,Patent grants,2012,3.4583001
Jamaica,European Patent Office,Patent applications,2013,3.0
Jamaica,European Patent Office,Patent grants,2013,3.0
Jamaica,United States Patent and Trademark Office,Patent applications,2013,9.0
Jamaica,United States Patent and Trademark Office,Patent grants,2013,7.0
Jamaica,European Patent Office,Patent applications,2014,0.0
Jamaica,European Patent Office,Patent grants,2014,0.0
Jamaica,United States Patent and Trademark Office,Patent applications,2014,3.5
Jamaica,United States Patent and Trademark Office,Patent grants,2014,1.5
Jamaica,European Patent Office,Patent applications,2015,0.0
Jamaica,European Patent Office,Patent grants,2015,0.0
Jamaica,United States Patent and Trademark Office,Patent applications,2015,5.5
Jamaica,United States Patent and Trademark Office,Patent grants,2015,4.5
Jamaica,European Patent Office,Patent applications,2016,0.1111
Jamaica,European Patent Office,Patent grants,2016,0.1111
Jamaica,United States Patent and Trademark Office,Patent applications,2016,3.1666999
Jamaica,United States Patent and Trademark Office,Patent grants,2016,2.3333001
Jamaica,European Patent Office,Patent applications,2017,0.0
Jamaica,European Patent Office,Patent grants,2017,0.0
Jamaica,United States Patent and Trademark Office,Patent applications,2017,2.75
Jamaica,United States Patent and Trademark Office,Patent grants,2017,1.75
Jamaica,European Patent Office,Patent applications,2018,0.0
Jamaica,European Patent Office,Patent grants,2018,0.0
Jamaica,United States Patent and Trademark Office,Patent applications,2018,4.0
Jamaica,United States Patent and Trademark Office,Patent grants,2018,3.0
Jamaica,European Patent Office,Patent applications,2019,0.0
Jamaica,European Patent Office,Patent grants,2019,0.0
Jamaica,United States Patent and Trademark Office,Patent applications,2019,0.0
Jamaica,United States Patent and Trademark Office,Patent grants,2019,0.0
Jamaica,European Patent Office,Patent applications,2020,1.4762
Jamaica,European Patent Office,Patent grants,2020,0.0
Jamaica,United States Patent and Trademark Office,Patent applications,2020,1.7857
Jamaica,United States Patent and Trademark Office,Patent grants,2020,0.64289999
Jamaica,European Patent Office,Patent applications,2021,0.0
Jamaica,European Patent Office,Patent grants,2021,0.0
Jamaica,United States Patent and Trademark Office,Patent applications,2021,3.1429
Jamaica,United States Patent and Trademark Office,Patent grants,2021,0.5
Jamaica,European Patent Office,Patent applications,2022,0.0
Jamaica,United States Patent and Trademark Office,Patent applications,2022,2.5
Jordan,European Patent Office,Patent applications,2009,1.25
Jordan,European Patent Office,Patent grants,2009,0.25
Jordan,World Intellectual Property Organization,Patent applications,2009,0.5
Jordan,United States Patent and Trademark Office,Patent applications,2009,2.6166999
Jordan,United States Patent and Trademark Office,Patent grants,2009,2.2832999
Jordan,European Patent Office,Patent applications,2010,1.8333
Jordan,European Patent Office,Patent grants,2010,0.83329999
Jordan,World Intellectual Property Organization,Patent applications,2010,2.5
Jordan,United States Patent and Trademark Office,Patent applications,2010,5.8167
Jordan,United States Patent and Trademark Office,Patent grants,2010,3.4166999
Jordan,European Patent Office,Patent applications,2011,6.5
Jordan,European Patent Office,Patent grants,2011,2.6666999
Jordan,World Intellectual Property Organization,Patent applications,2011,3.1666667
Jordan,United States Patent and Trademark Office,Patent applications,2011,20.35
Jordan,United States Patent and Trademark Office,Patent grants,2011,12.85
Jordan,European Patent Office,Patent applications,2012,7.25
Jordan,European Patent Office,Patent grants,2012,4.0
Jordan,World Intellectual Property Organization,Patent applications,2012,6.75
Jordan,United States Patent and Trademark Office,Patent applications,2012,15.4083
Jordan,United States Patent and Trademark Office,Patent grants,2012,10.075
Jordan,European Patent Office,Patent applications,2013,6.0
Jordan,European Patent Office,Patent grants,2013,3.25
Jordan,World Intellectual Property Organization,Patent applications,2013,3.25
Jordan,United States Patent and Trademark Office,Patent applications,2013,17.4167
Jordan,United States Patent and Trademark Office,Patent grants,2013,9.75
Jordan,European Patent Office,Patent applications,2014,2.5
Jordan,European Patent Office,Patent grants,2014,2.0
Jordan,World Intellectual Property Organization,Patent applications,2014,3.3333333
Jordan,United States Patent and Trademark Office,Patent applications,2014,11.3333
Jordan,United States Patent and Trademark Office,Patent grants,2014,7.3333001
Jordan,European Patent Office,Patent applications,2015,3.0
Jordan,European Patent Office,Patent grants,2015,2.0
Jordan,World Intellectual Property Organization,Patent applications,2015,1.5
Jordan,United States Patent and Trademark Office,Patent applications,2015,11.6111
Jordan,United States Patent and Trademark Office,Patent grants,2015,7.1111002
Jordan,European Patent Office,Patent applications,2016,1.75
Jordan,European Patent Office,Patent grants,2016,0.25
Jordan,World Intellectual Property Organization,Patent applications,2016,4.8333335
Jordan,United States Patent and Trademark Office,Patent applications,2016,29.116699
Jordan,United States Patent and Trademark Office,Patent grants,2016,13.6167
Jordan,European Patent Office,Patent applications,2017,2.45
Jordan,European Patent Office,Patent grants,2017,0.25
Jordan,World Intellectual Property Organization,Patent applications,2017,8.6999998
Jordan,United States Patent and Trademark Office,Patent applications,2017,15.4667
Jordan,United States Patent and Trademark Office,Patent grants,2017,14.2833
Jordan,European Patent Office,Patent applications,2018,1.0
Jordan,European Patent Office,Patent grants,2018,1.0
Jordan,World Intellectual Property Organization,Patent applications,2018,19.666666
Jordan,United States Patent and Trademark Office,Patent applications,2018,12.2833
Jordan,United States Patent and Trademark Office,Patent grants,2018,6.5
Jordan,European Patent Office,Patent applications,2019,2.5
Jordan,European Patent Office,Patent grants,2019,2.0
Jordan,World Intellectual Property Organization,Patent applications,2019,14.5
Jordan,United States Patent and Trademark Office,Patent applications,2019,13.75
Jordan,United States Patent and Trademark Office,Patent grants,2019,7.75
Jordan,European Patent Office,Patent applications,2020,4.5
Jordan,European Patent Office,Patent grants,2020,2.0
Jordan,World Intellectual Property Organization,Patent applications,2020,20.833334
Jordan,United States Patent and Trademark Office,Patent applications,2020,4.6429
Jordan,United States Patent and Trademark Office,Patent grants,2020,2.0
Jordan,European Patent Office,Patent applications,2021,3.6666999
Jordan,European Patent Office,Patent grants,2021,0.0
Jordan,World Intellectual Property Organization,Patent applications,2021,27.666666
Jordan,United States Patent and Trademark Office,Patent applications,2021,13.9762
Jordan,United States Patent and Trademark Office,Patent grants,2021,5.4166999
Jordan,European Patent Office,Patent applications,2022,5.0
Jordan,World Intellectual Property Organization,Patent applications,2022,19.416666
Jordan,United States Patent and Trademark Office,Patent applications,2022,10.8429
Jordan,World Intellectual Property Organization,Patent applications,2023,23.552418
Jordan,World Intellectual Property Organization,Patent applications,2024,23.604359
Kazakhstan,European Patent Office,Patent applications,2009,2.7272999
Kazakhstan,European Patent Office,Patent grants,2009,1.0
Kazakhstan,World Intellectual Property Organization,Patent applications,2009,23.647907
Kazakhstan,United States Patent and Trademark Office,Patent grants,2009,2.5833001
Kazakhstan,European Patent Office,Patent applications,2010,6.2381001
Kazakhstan,European Patent Office,Patent grants,2010,2.5713999
Kazakhstan,World Intellectual Property Organization,Patent applications,2010,19.821428
Kazakhstan,United States Patent and Trademark Office,Patent grants,2010,4.7714
Kazakhstan,European Patent Office,Patent applications,2011,6.3667002
Kazakhstan,European Patent Office,Patent grants,2011,5.1167002
Kazakhstan,World Intellectual Property Organization,Patent applications,2011,15.116667
Kazakhstan,United States Patent and Trademark Office,Patent grants,2011,2.0
Kazakhstan,European Patent Office,Patent applications,2012,7.1429
Kazakhstan,European Patent Office,Patent grants,2012,4.9762001
Kazakhstan,World Intellectual Property Organization,Patent applications,2012,17.809525
Kazakhstan,United States Patent and Trademark Office,Patent grants,2012,6.2832999
Kazakhstan,European Patent Office,Patent applications,2013,7.0
Kazakhstan,European Patent Office,Patent grants,2013,4.0
Kazakhstan,World Intellectual Property Organization,Patent applications,2013,31.333334
Kazakhstan,United States Patent and Trademark Office,Patent grants,2013,3.0
Kazakhstan,European Patent Office,Patent applications,2014,3.2
Kazakhstan,European Patent Office,Patent grants,2014,1.2
Kazakhstan,World Intellectual Property Organization,Patent applications,2014,15.1
Kazakhstan,United States Patent and Trademark Office,Patent grants,2014,3.0667
Kazakhstan,European Patent Office,Patent applications,2015,7.8611002
Kazakhstan,European Patent Office,Patent grants,2015,2.1111
Kazakhstan,World Intellectual Property Organization,Patent applications,2015,25.777779
Kazakhstan,United States Patent and Trademark Office,Patent grants,2015,3.9361
Kazakhstan,European Patent Office,Patent applications,2016,3.5
Kazakhstan,European Patent Office,Patent grants,2016,3.5
Kazakhstan,World Intellectual Property Organization,Patent applications,2016,21.633333
Kazakhstan,United States Patent and Trademark Office,Patent grants,2016,7.1999998
Kazakhstan,European Patent Office,Patent applications,2017,3.5908999
Kazakhstan,European Patent Office,Patent grants,2017,2.25
Kazakhstan,World Intellectual Property Organization,Patent applications,2017,26.861111
Kazakhstan,United States Patent and Trademark Office,Patent grants,2017,4.5833001
Kazakhstan,European Patent Office,Patent applications,2018,3.0
Kazakhstan,European Patent Office,Patent grants,2018,1.0
Kazakhstan,World Intellectual Property Organization,Patent applications,2018,24.357143
Kazakhstan,United States Patent and Trademark Office,Patent grants,2018,6.0166998
Kazakhstan,European Patent Office,Patent applications,2019,2.4333
Kazakhstan,European Patent Office,Patent grants,2019,1.0
Kazakhstan,World Intellectual Property Organization,Patent applications,2019,24.377777
Kazakhstan,United States Patent and Trademark Office,Patent grants,2019,3.0179
Kazakhstan,European Patent Office,Patent applications,2020,0.076899998
Kazakhstan,European Patent Office,Patent grants,2020,0.0
Kazakhstan,World Intellectual Property Organization,Patent applications,2020,35.356686
Kazakhstan,United States Patent and Trademark Office,Patent grants,2020,4.2856998
Kazakhstan,European Patent Office,Patent applications,2021,3.0833001
Kazakhstan,European Patent Office,Patent grants,2021,0.0
Kazakhstan,World Intellectual Property Organization,Patent applications,2021,31.950001
Kazakhstan,United States Patent and Trademark Office,Patent grants,2021,3.0
Kazakhstan,European Patent Office,Patent applications,2022,3.575
Kazakhstan,World Intellectual Property Organization,Patent applications,2022,18.957144
Kazakhstan,World Intellectual Property Organization,Patent applications,2023,27.792166
Kazakhstan,World Intellectual Property Organization,Patent applications,2024,26.288839
Kenya,European Patent Office,Patent applications,2009,1.0
Kenya,European Patent Office,Patent grants,2009,0.0
Kenya,World Intellectual Property Organization,Patent applications,2009,4.0
Kenya,United States Patent and Trademark Office,Patent applications,2009,3.9909
Kenya,European Patent Office,Patent applications,2010,3.0
Kenya,European Patent Office,Patent grants,2010,2.0
Kenya,World Intellectual Property Organization,Patent applications,2010,5.6333332
Kenya,United States Patent and Trademark Office,Patent applications,2010,13.3167
Kenya,European Patent Office,Patent applications,2011,0.58329999
Kenya,European Patent Office,Patent grants,2011,0.58329999
Kenya,World Intellectual Property Organization,Patent applications,2011,8.7166662
Kenya,United States Patent and Trademark Office,Patent applications,2011,10.754
Kenya,European Patent Office,Patent applications,2012,3.8333001
Kenya,European Patent Office,Patent grants,2012,0.83329999
Kenya,World Intellectual Property Organization,Patent applications,2012,9.833333
Kenya,United States Patent and Trademark Office,Patent applications,2012,8.8140001
Kenya,European Patent Office,Patent applications,2013,3.0929
Kenya,European Patent Office,Patent grants,2013,0.64289999
Kenya,World Intellectual Property Organization,Patent applications,2013,8.3785715
Kenya,United States Patent and Trademark Office,Patent applications,2013,9.4813995
Kenya,European Patent Office,Patent applications,2014,2.0
Kenya,European Patent Office,Patent grants,2014,1.0
Kenya,World Intellectual Property Organization,Patent applications,2014,11.25
Kenya,United States Patent and Trademark Office,Patent applications,2014,7.1111002
Kenya,European Patent Office,Patent applications,2015,2.6666999
Kenya,European Patent Office,Patent grants,2015,0.0
Kenya,World Intellectual Property Organization,Patent applications,2015,10.666667
Kenya,United States Patent and Trademark Office,Patent applications,2015,8.7559996
Kenya,European Patent Office,Patent applications,2016,2.0
Kenya,European Patent Office,Patent grants,2016,1.0
Kenya,World Intellectual Property Organization,Patent applications,2016,8.3000002
Kenya,United States Patent and Trademark Office,Patent applications,2016,27.766701
Kenya,European Patent Office,Patent applications,2017,1.2
Kenya,European Patent Office,Patent grants,2017,0.2
Kenya,World Intellectual Property Organization,Patent applications,2017,7.5833335
Kenya,United States Patent and Trademark Office,Patent applications,2017,38.415901
Kenya,European Patent Office,Patent applications,2018,1.2857
Kenya,European Patent Office,Patent grants,2018,0.0
Kenya,World Intellectual Property Organization,Patent applications,2018,5.7809525
Kenya,United States Patent and Trademark Office,Patent applications,2018,25.5968
Kenya,European Patent Office,Patent applications,2019,0.0
Kenya,European Patent Office,Patent grants,2019,0.0
Kenya,World Intellectual Property Organization,Patent applications,2019,3.6666667
Kenya,United States Patent and Trademark Office,Patent applications,2019,21.177401
Kenya,European Patent Office,Patent applications,2020,0.0
Kenya,European Patent Office,Patent grants,2020,0.0
Kenya,World Intellectual Property Organization,Patent applications,2020,10.166667
Kenya,United States Patent and Trademark Office,Patent applications,2020,16.252399
Kenya,European Patent Office,Patent applications,2021,2.25
Kenya,European Patent Office,Patent grants,2021,0.25
Kenya,World Intellectual Property Organization,Patent applications,2021,5.5952382
Kenya,United States Patent and Trademark Office,Patent applications,2021,14.0087
Kenya,European Patent Office,Patent applications,2022,0.33329999
Kenya,World Intellectual Property Organization,Patent applications,2022,4.5166669
Kenya,United States Patent and Trademark Office,Patent applications,2022,8.7004004
Kenya,World Intellectual Property Organization,Patent applications,2023,5.9307446
Kenya,World Intellectual Property Organization,Patent applications,2024,5.3642387
Kuwait,European Patent Office,Patent applications,2009,1.2
Kuwait,European Patent Office,Patent grants,2009,0.2
Kuwait,United States Patent and Trademark Office,Patent applications,2009,25.866699
Kuwait,United States Patent and Trademark Office,Patent grants,2009,20.6667
Kuwait,European Patent Office,Patent applications,2010,1.5
Kuwait,European Patent Office,Patent grants,2010,0.0
Kuwait,United States Patent and Trademark Office,Patent applications,2010,45.5
Kuwait,United States Patent and Trademark Office,Patent grants,2010,40.5
Kuwait,European Patent Office,Patent applications,2011,2.0
Kuwait,European Patent Office,Patent grants,2011,2.0
Kuwait,United States Patent and Trademark Office,Patent applications,2011,67.650002
Kuwait,United States Patent and Trademark Office,Patent grants,2011,42.900002
Kuwait,European Patent Office,Patent applications,2012,7.8095002
Kuwait,European Patent Office,Patent grants,2012,5.8095002
Kuwait,United States Patent and Trademark Office,Patent applications,2012,57.642899
Kuwait,United States Patent and Trademark Office,Patent grants,2012,65.309502
Kuwait,European Patent Office,Patent applications,2013,4.3333001
Kuwait,European Patent Office,Patent grants,2013,4.3333001
Kuwait,United States Patent and Trademark Office,Patent applications,2013,31.75
Kuwait,United States Patent and Trademark Office,Patent grants,2013,64.416702
Kuwait,European Patent Office,Patent applications,2014,7.3333001
Kuwait,European Patent Office,Patent grants,2014,6.6666999
Kuwait,United States Patent and Trademark Office,Patent applications,2014,27.2917
Kuwait,United States Patent and Trademark Office,Patent grants,2014,58.708302
Kuwait,European Patent Office,Patent applications,2015,6.25
Kuwait,European Patent Office,Patent grants,2015,5.25
Kuwait,United States Patent and Trademark Office,Patent applications,2015,21.5
Kuwait,United States Patent and Trademark Office,Patent grants,2015,48.0
Kuwait,European Patent Office,Patent applications,2016,3.0
Kuwait,European Patent Office,Patent grants,2016,1.0
Kuwait,United States Patent and Trademark Office,Patent applications,2016,26.6667
Kuwait,United States Patent and Trademark Office,Patent grants,2016,53.666698
Kuwait,European Patent Office,Patent applications,2017,1.0
Kuwait,European Patent Office,Patent grants,2017,0.0
Kuwait,United States Patent and Trademark Office,Patent applications,2017,34.375
Kuwait,United States Patent and Trademark Office,Patent grants,2017,35.375
Kuwait,European Patent Office,Patent applications,2018,6.3333001
Kuwait,European Patent Office,Patent grants,2018,3.3333001
Kuwait,United States Patent and Trademark Office,Patent applications,2018,14.2083
Kuwait,United States Patent and Trademark Office,Patent grants,2018,23.5417
Kuwait,European Patent Office,Patent applications,2019,3.0
Kuwait,European Patent Office,Patent grants,2019,1.0
Kuwait,United States Patent and Trademark Office,Patent applications,2019,17.6
Kuwait,United States Patent and Trademark Office,Patent grants,2019,33.599998
Kuwait,European Patent Office,Patent applications,2020,0.2
Kuwait,European Patent Office,Patent grants,2020,0.2
Kuwait,United States Patent and Trademark Office,Patent applications,2020,15.0333
Kuwait,United States Patent and Trademark Office,Patent grants,2020,18.5333
Kuwait,European Patent Office,Patent applications,2021,4.0110998
Kuwait,European Patent Office,Patent grants,2021,0.89999998
Kuwait,United States Patent and Trademark Office,Patent applications,2021,19.8444
Kuwait,United States Patent and Trademark Office,Patent grants,2021,23.0
Kuwait,European Patent Office,Patent applications,2022,0.0
Kuwait,United States Patent and Trademark Office,Patent applications,2022,10.7857
Lebanon,European Patent Office,Patent applications,2009,4.3667002
Lebanon,European Patent Office,Patent grants,2009,3.8333001
Lebanon,World Intellectual Property Organization,Patent applications,2009,5.0333333
Lebanon,European Patent Office,Patent applications,2010,10.5833
Lebanon,European Patent Office,Patent grants,2010,2.8333001
Lebanon,World Intellectual Property Organization,Patent applications,2010,8.1999998
Lebanon,European Patent Office,Patent applications,2011,3.8929
Lebanon,European Patent Office,Patent grants,2011,2.5833001
Lebanon,World Intellectual Property Organization,Patent applications,2011,6.7539682
Lebanon,European Patent Office,Patent applications,2012,6.6429
Lebanon,European Patent Office,Patent grants,2012,3.4762001
Lebanon,World Intellectual Property Organization,Patent applications,2012,8.3928576
Lebanon,European Patent Office,Patent applications,2013,5.5075998
Lebanon,European Patent Office,Patent grants,2013,3.6408999
Lebanon,World Intellectual Property Organization,Patent applications,2013,5.340909
Lebanon,European Patent Office,Patent applications,2014,8.3429003
Lebanon,European Patent Office,Patent grants,2014,3.6166999
Lebanon,World Intellectual Property Organization,Patent applications,2014,16.37619
Lebanon,European Patent Office,Patent applications,2015,9.3332996
Lebanon,European Patent Office,Patent grants,2015,4.5833001
Lebanon,World Intellectual Property Organization,Patent applications,2015,10.0
Lebanon,European Patent Office,Patent applications,2016,5.5166998
Lebanon,European Patent Office,Patent grants,2016,4.9000001
Lebanon,World Intellectual Property Organization,Patent applications,2016,8.9277782
Lebanon,European Patent Office,Patent applications,2017,10.4095
Lebanon,European Patent Office,Patent grants,2017,4.3667002
Lebanon,World Intellectual Property Organization,Patent applications,2017,16.152382
Lebanon,European Patent Office,Patent applications,2018,12.3512
Lebanon,European Patent Office,Patent grants,2018,6.5833001
Lebanon,World Intellectual Property Organization,Patent applications,2018,20.309525
Lebanon,European Patent Office,Patent applications,2019,9.7909002
Lebanon,European Patent Office,Patent grants,2019,1.6667
Lebanon,World Intellectual Property Organization,Patent applications,2019,10.290909
Lebanon,European Patent Office,Patent applications,2020,12.9143
Lebanon,European Patent Office,Patent grants,2020,2.1524
Lebanon,World Intellectual Property Organization,Patent applications,2020,15.414286
Lebanon,European Patent Office,Patent applications,2021,8.25
Lebanon,European Patent Office,Patent grants,2021,0.33329999
Lebanon,World Intellectual Property Organization,Patent applications,2021,14.708333
Lebanon,European Patent Office,Patent applications,2022,1.25
Lebanon,World Intellectual Property Organization,Patent applications,2022,9.2261906
Lebanon,World Intellectual Property Organization,Patent applications,2023,13.182243
Lebanon,World Intellectual Property Organization,Patent applications,2024,12.400689
Liechtenstein,World Intellectual Property Organization,Patent applications,2009,12.383333
Liechtenstein,United States Patent and Trademark Office,Patent applications,2009,23.3167
Liechtenstein,United States Patent and Trademark Office,Patent grants,2009,18.5333
Liechtenstein,World Intellectual Property Organization,Patent applications,2010,25.700001
Liechtenstein,United States Patent and Trademark Office,Patent applications,2010,36.668999
Liechtenstein,United States Patent and Trademark Office,Patent grants,2010,25.402399
Liechtenstein,World Intellectual Property Organization,Patent applications,2011,22.969048
Liechtenstein,United States Patent and Trademark Office,Patent applications,2011,29.719
Liechtenstein,United States Patent and Trademark Office,Patent grants,2011,25.819
Liechtenstein,World Intellectual Property Organization,Patent applications,2012,27.576191
Liechtenstein,United States Patent and Trademark Office,Patent applications,2012,25.370501
Liechtenstein,United States Patent and Trademark Office,Patent grants,2012,19.6679
Liechtenstein,World Intellectual Property Organization,Patent applications,2013,49.438492
Liechtenstein,United States Patent and Trademark Office,Patent applications,2013,38.3246
Liechtenstein,United States Patent and Trademark Office,Patent grants,2013,29.7579
Liechtenstein,World Intellectual Property Organization,Patent applications,2014,27.588888
Liechtenstein,United States Patent and Trademark Office,Patent applications,2014,28.927799
Liechtenstein,United States Patent and Trademark Office,Patent grants,2014,18.8944
Liechtenstein,World Intellectual Property Organization,Patent applications,2015,36.227383
Liechtenstein,United States Patent and Trademark Office,Patent applications,2015,27.427401
Liechtenstein,United States Patent and Trademark Office,Patent grants,2015,18.6607
Liechtenstein,World Intellectual Property Organization,Patent applications,2016,32.709522
Liechtenstein,United States Patent and Trademark Office,Patent applications,2016,28.770599
Liechtenstein,United States Patent and Trademark Office,Patent grants,2016,24.450001
Liechtenstein,World Intellectual Property Organization,Patent applications,2017,31.405556
Liechtenstein,United States Patent and Trademark Office,Patent applications,2017,32.088902
Liechtenstein,United States Patent and Trademark Office,Patent grants,2017,22.2222
Liechtenstein,World Intellectual Property Organization,Patent applications,2018,33.633335
Liechtenstein,United States Patent and Trademark Office,Patent applications,2018,34.799999
Liechtenstein,United States Patent and Trademark Office,Patent grants,2018,24.450001
Liechtenstein,World Intellectual Property Organization,Patent applications,2019,18.216667
Liechtenstein,United States Patent and Trademark Office,Patent applications,2019,20.6833
Liechtenstein,United States Patent and Trademark Office,Patent grants,2019,13.5667
Liechtenstein,World Intellectual Property Organization,Patent applications,2020,22.910715
Liechtenstein,United States Patent and Trademark Office,Patent applications,2020,14.4512
Liechtenstein,United States Patent and Trademark Office,Patent grants,2020,3.8666999
Liechtenstein,World Intellectual Property Organization,Patent applications,2021,26.325794
Liechtenstein,United States Patent and Trademark Office,Patent applications,2021,22.573
Liechtenstein,United States Patent and Trademark Office,Patent grants,2021,3.55
Liechtenstein,World Intellectual Property Organization,Patent applications,2022,15.321465
Liechtenstein,United States Patent and Trademark Office,Patent applications,2022,16.0429
Liechtenstein,World Intellectual Property Organization,Patent applications,2023,20.392029
Liechtenstein,World Intellectual Property Organization,Patent applications,2024,20.719357
Malaysia,European Patent Office,Patent applications,2009,89.947098
Malaysia,European Patent Office,Patent grants,2009,44.319698
Malaysia,World Intellectual Property Organization,Patent applications,2009,309.11511
Malaysia,United States Patent and Trademark Office,Patent applications,2009,290.5401
Malaysia,United States Patent and Trademark Office,Patent grants,2009,198.8242
Malaysia,European Patent Office,Patent applications,2010,66.101196
Malaysia,European Patent Office,Patent grants,2010,33.3381
Malaysia,World Intellectual Property Organization,Patent applications,2010,383.75714
Malaysia,United States Patent and Trademark Office,Patent applications,2010,273.1723
Malaysia,United States Patent and Trademark Office,Patent grants,2010,240.13541
Malaysia,European Patent Office,Patent applications,2011,56.889702
Malaysia,European Patent Office,Patent grants,2011,26.7087
Malaysia,World Intellectual Property Organization,Patent applications,2011,358.24454
Malaysia,United States Patent and Trademark Office,Patent applications,2011,274.3143
Malaysia,United States Patent and Trademark Office,Patent grants,2011,216.7417
Malaysia,European Patent Office,Patent applications,2012,81.695503
Malaysia,European Patent Office,Patent grants,2012,46.287102
Malaysia,World Intellectual Property Organization,Patent applications,2012,343.5546
Malaysia,United States Patent and Trademark Office,Patent applications,2012,277.76611
Malaysia,United States Patent and Trademark Office,Patent grants,2012,229.9606
Malaysia,European Patent Office,Patent applications,2013,66.152199
Malaysia,European Patent Office,Patent grants,2013,29.649401
Malaysia,World Intellectual Property Organization,Patent applications,2013,346.08844
Malaysia,United States Patent and Trademark Office,Patent applications,2013,300.38669
Malaysia,United States Patent and Trademark Office,Patent grants,2013,246.1188
Malaysia,European Patent Office,Patent applications,2014,71.952904
Malaysia,European Patent Office,Patent grants,2014,42.7206
Malaysia,World Intellectual Property Organization,Patent applications,2014,306.50308
Malaysia,United States Patent and Trademark Office,Patent applications,2014,355.50449
Malaysia,United States Patent and Trademark Office,Patent grants,2014,293.73581
Malaysia,European Patent Office,Patent applications,2015,78.696404
Malaysia,European Patent Office,Patent grants,2015,43.208302
Malaysia,World Intellectual Property Organization,Patent applications,2015,270.4512
Malaysia,United States Patent and Trademark Office,Patent applications,2015,286.86301
Malaysia,United States Patent and Trademark Office,Patent grants,2015,234.8705
Malaysia,European Patent Office,Patent applications,2016,62.8512
Malaysia,European Patent Office,Patent grants,2016,29.8151
Malaysia,World Intellectual Property Organization,Patent applications,2016,297.38214
Malaysia,United States Patent and Trademark Office,Patent applications,2016,302.40329
Malaysia,United States Patent and Trademark Office,Patent grants,2016,267.7644
Malaysia,European Patent Office,Patent applications,2017,61.545601
Malaysia,European Patent Office,Patent grants,2017,25.495199
Malaysia,World Intellectual Property Organization,Patent applications,2017,249.66606
Malaysia,United States Patent and Trademark Office,Patent applications,2017,323.84189
Malaysia,United States Patent and Trademark Office,Patent grants,2017,266.3862
Malaysia,European Patent Office,Patent applications,2018,52.052799
Malaysia,European Patent Office,Patent grants,2018,25.935699
Malaysia,World Intellectual Property Organization,Patent applications,2018,235.81468
Malaysia,United States Patent and Trademark Office,Patent applications,2018,308.70239
Malaysia,United States Patent and Trademark Office,Patent grants,2018,247.2905
Malaysia,European Patent Office,Patent applications,2019,79.620201
Malaysia,European Patent Office,Patent grants,2019,23.299999
Malaysia,World Intellectual Property Organization,Patent applications,2019,244.78134
Malaysia,United States Patent and Trademark Office,Patent applications,2019,305.495
Malaysia,United States Patent and Trademark Office,Patent grants,2019,243.3295
Malaysia,European Patent Office,Patent applications,2020,72.050797
Malaysia,European Patent Office,Patent grants,2020,16.3111
Malaysia,World Intellectual Property Organization,Patent applications,2020,203.73154
Malaysia,United States Patent and Trademark Office,Patent applications,2020,293.81281
Malaysia,United States Patent and Trademark Office,Patent grants,2020,217.4669
Malaysia,European Patent Office,Patent applications,2021,86.172302
Malaysia,European Patent Office,Patent grants,2021,9.8285999
Malaysia,World Intellectual Property Organization,Patent applications,2021,197.98697
Malaysia,United States Patent and Trademark Office,Patent applications,2021,270.444
Malaysia,United States Patent and Trademark Office,Patent grants,2021,156.64259
Malaysia,European Patent Office,Patent applications,2022,64.991699
Malaysia,World Intellectual Property Organization,Patent applications,2022,153.3369
Malaysia,United States Patent and Trademark Office,Patent applications,2022,262.84061
Malaysia,World Intellectual Property Organization,Patent applications,2023,172.28137
Malaysia,World Intellectual Property Organization,Patent applications,2024,175.02278
Malta,European Patent Office,Patent applications,2009,7.8048
Malta,European Patent Office,Patent grants,2009,4.4047999
Malta,World Intellectual Property Organization,Patent applications,2009,2.2333333
Malta,United States Patent and Trademark Office,Patent grants,2009,4.0237999
Malta,European Patent Office,Patent applications,2010,3.5
Malta,European Patent Office,Patent grants,2010,0.0
Malta,World Intellectual Property Organization,Patent applications,2010,6.5
Malta,United States Patent and Trademark Office,Patent grants,2010,0.33329999
Malta,European Patent Office,Patent applications,2011,1.4242001
Malta,European Patent Office,Patent grants,2011,0.0
Malta,World Intellectual Property Organization,Patent applications,2011,2.090909
Malta,United States Patent and Trademark Office,Patent grants,2011,6.3333001
Malta,European Patent Office,Patent applications,2012,5.5
Malta,European Patent Office,Patent grants,2012,2.0
Malta,World Intellectual Property Organization,Patent applications,2012,7.6666665
Malta,United States Patent and Trademark Office,Patent grants,2012,6.0833001
Malta,European Patent Office,Patent applications,2013,6.1999998
Malta,European Patent Office,Patent grants,2013,2.3333001
Malta,World Intellectual Property Organization,Patent applications,2013,8.6333332
Malta,United States Patent and Trademark Office,Patent grants,2013,8.8332996
Malta,European Patent Office,Patent applications,2014,15.3333
Malta,European Patent Office,Patent grants,2014,6.5
Malta,World Intellectual Property Organization,Patent applications,2014,14.916667
