Measure,Unit,Year,Value
Consumer Single Commodity Transfer (consumer SCT),"Euro, Millions",2023,-95831.8067
Consumer Single Commodity Transfer (consumer SCT),"Euro, Millions",2024,-101093.752
Consumer Single Commodity Transfer (consumer SCT),"US dollar, Millions",2013,-122582.135
Consumer Single Commodity Transfer (consumer SCT),"US dollar, Millions",2014,-108296.044
Consumer Single Commodity Transfer (consumer SCT),"US dollar, Millions",2015,-106968.0638
Consumer Single Commodity Transfer (consumer SCT),"US dollar, Millions",2016,-115105.9339
Consumer Single Commodity Transfer (consumer SCT),"US dollar, Millions",2017,-116786.6725
Consumer Single Commodity Transfer (consumer SCT),"US dollar, Millions",2018,-118201.012
Consumer Single Commodity Transfer (consumer SCT),"US dollar, Millions",2019,-115767.6865
Consumer Single Commodity Transfer (consumer SCT),"US dollar, Millions",2020,-108950.7695
Consumer Single Commodity Transfer (consumer SCT),"US dollar, Millions",2021,-99094.874
Consumer Single Commodity Transfer (consumer SCT),"US dollar, Millions",2022,-79776.3854
Consumer Single Commodity Transfer (consumer SCT),"US dollar, Millions",2023,-103619.8766
Consumer Single Commodity Transfer (consumer SCT),"US dollar, Millions",2024,-109421.8489
Consumer Single Commodity Transfer (consumer SCT),"National currency, Millions",2013,-122582.135
Consumer Single Commodity Transfer (consumer SCT),"National currency, Millions",2014,-108296.044
Consumer Single Commodity Transfer (consumer SCT),"National currency, Millions",2015,-106968.0638
Consumer Single Commodity Transfer (consumer SCT),"National currency, Millions",2016,-115105.9339
Consumer Single Commodity Transfer (consumer SCT),"National currency, Millions",2017,-116786.6725
Consumer Single Commodity Transfer (consumer SCT),"National currency, Millions",2018,-118201.012
Consumer Single Commodity Transfer (consumer SCT),"National currency, Millions",2019,-115767.6865
Consumer Single Commodity Transfer (consumer SCT),"National currency, Millions",2020,-108950.7695
Consumer Single Commodity Transfer (consumer SCT),"National currency, Millions",2021,-99094.874
Consumer Single Commodity Transfer (consumer SCT),"National currency, Millions",2022,-79776.3854
Consumer Single Commodity Transfer (consumer SCT),"National currency, Millions",2023,-103619.8766
Consumer Single Commodity Transfer (consumer SCT),"National currency, Millions",2024,-109421.8489
"Consumer Support Estimate, relative to consumption expenditure on agricultural commodities, at farm gate prices, net of taxpayer transfers to consumers (Percentage CSE)","Percentage of consumption expenditure on agricultural commodities at farm gate prices, excluding taxpayer transfers to consumers",2013,-6.3689
"Consumer Support Estimate, relative to consumption expenditure on agricultural commodities, at farm gate prices, net of taxpayer transfers to consumers (Percentage CSE)","Percentage of consumption expenditure on agricultural commodities at farm gate prices, excluding taxpayer transfers to consumers",2014,-5.3658
"Consumer Support Estimate, relative to consumption expenditure on agricultural commodities, at farm gate prices, net of taxpayer transfers to consumers (Percentage CSE)","Percentage of consumption expenditure on agricultural commodities at farm gate prices, excluding taxpayer transfers to consumers",2015,-5.8877
"Consumer Support Estimate, relative to consumption expenditure on agricultural commodities, at farm gate prices, net of taxpayer transfers to consumers (Percentage CSE)","Percentage of consumption expenditure on agricultural commodities at farm gate prices, excluding taxpayer transfers to consumers",2016,-6.836
"Consumer Support Estimate, relative to consumption expenditure on agricultural commodities, at farm gate prices, net of taxpayer transfers to consumers (Percentage CSE)","Percentage of consumption expenditure on agricultural commodities at farm gate prices, excluding taxpayer transfers to consumers",2017,-6.7513
"Consumer Support Estimate, relative to consumption expenditure on agricultural commodities, at farm gate prices, net of taxpayer transfers to consumers (Percentage CSE)","Percentage of consumption expenditure on agricultural commodities at farm gate prices, excluding taxpayer transfers to consumers",2018,-6.6011
"Consumer Support Estimate, relative to consumption expenditure on agricultural commodities, at farm gate prices, net of taxpayer transfers to consumers (Percentage CSE)","Percentage of consumption expenditure on agricultural commodities at farm gate prices, excluding taxpayer transfers to consumers",2019,-6.5499
"Consumer Support Estimate, relative to consumption expenditure on agricultural commodities, at farm gate prices, net of taxpayer transfers to consumers (Percentage CSE)","Percentage of consumption expenditure on agricultural commodities at farm gate prices, excluding taxpayer transfers to consumers",2020,-5.1134
"Consumer Support Estimate, relative to consumption expenditure on agricultural commodities, at farm gate prices, net of taxpayer transfers to consumers (Percentage CSE)","Percentage of consumption expenditure on agricultural commodities at farm gate prices, excluding taxpayer transfers to consumers",2021,-2.8091
"Consumer Support Estimate, relative to consumption expenditure on agricultural commodities, at farm gate prices, net of taxpayer transfers to consumers (Percentage CSE)","Percentage of consumption expenditure on agricultural commodities at farm gate prices, excluding taxpayer transfers to consumers",2022,0.1102
"Consumer Support Estimate, relative to consumption expenditure on agricultural commodities, at farm gate prices, net of taxpayer transfers to consumers (Percentage CSE)","Percentage of consumption expenditure on agricultural commodities at farm gate prices, excluding taxpayer transfers to consumers",2023,-2.4267
"Consumer Support Estimate, relative to consumption expenditure on agricultural commodities, at farm gate prices, net of taxpayer transfers to consumers (Percentage CSE)","Percentage of consumption expenditure on agricultural commodities at farm gate prices, excluding taxpayer transfers to consumers",2024,-3.2798
"Total Support Estimate, relative to GDP (Percentage TSE)",Percentage of GDP,2013,0.7083
"Total Support Estimate, relative to GDP (Percentage TSE)",Percentage of GDP,2014,0.6439
"Total Support Estimate, relative to GDP (Percentage TSE)",Percentage of GDP,2015,0.6385
"Total Support Estimate, relative to GDP (Percentage TSE)",Percentage of GDP,2016,0.6282
"Total Support Estimate, relative to GDP (Percentage TSE)",Percentage of GDP,2017,0.6041
"Total Support Estimate, relative to GDP (Percentage TSE)",Percentage of GDP,2018,0.603
"Total Support Estimate, relative to GDP (Percentage TSE)",Percentage of GDP,2019,0.5904
"Total Support Estimate, relative to GDP (Percentage TSE)",Percentage of GDP,2020,0.6311
"Total Support Estimate, relative to GDP (Percentage TSE)",Percentage of GDP,2021,0.598
"Total Support Estimate, relative to GDP (Percentage TSE)",Percentage of GDP,2022,0.5506
"Total Support Estimate, relative to GDP (Percentage TSE)",Percentage of GDP,2023,0.5376
"Total Support Estimate, relative to GDP (Percentage TSE)",Percentage of GDP,2024,0.529
"Total Budgetary Support Estimate, relative to GDP (Percentage TBSE)",Percentage of GDP,2013,0.4924
"Total Budgetary Support Estimate, relative to GDP (Percentage TBSE)",Percentage of GDP,2014,0.4586
"Total Budgetary Support Estimate, relative to GDP (Percentage TBSE)",Percentage of GDP,2015,0.4458
"Total Budgetary Support Estimate, relative to GDP (Percentage TBSE)",Percentage of GDP,2016,0.4338
"Total Budgetary Support Estimate, relative to GDP (Percentage TBSE)",Percentage of GDP,2017,0.4141
"Total Budgetary Support Estimate, relative to GDP (Percentage TBSE)",Percentage of GDP,2018,0.4266
"Total Budgetary Support Estimate, relative to GDP (Percentage TBSE)",Percentage of GDP,2019,0.42
"Total Budgetary Support Estimate, relative to GDP (Percentage TBSE)",Percentage of GDP,2020,0.4663
"Total Budgetary Support Estimate, relative to GDP (Percentage TBSE)",Percentage of GDP,2021,0.463
"Total Budgetary Support Estimate, relative to GDP (Percentage TBSE)",Percentage of GDP,2022,0.4476
"Total Budgetary Support Estimate, relative to GDP (Percentage TBSE)",Percentage of GDP,2023,0.4074
"Total Budgetary Support Estimate, relative to GDP (Percentage TBSE)",Percentage of GDP,2024,0.3916
"Support based on commodity output, relative to PSE",Percentage of producer support estimate,2013,45.0099
"Support based on commodity output, relative to PSE",Percentage of producer support estimate,2014,42.4376
"Support based on commodity output, relative to PSE",Percentage of producer support estimate,2015,44.6886
"Support based on commodity output, relative to PSE",Percentage of producer support estimate,2016,45.6594
"Support based on commodity output, relative to PSE",Percentage of producer support estimate,2017,46.5879
"Support based on commodity output, relative to PSE",Percentage of producer support estimate,2018,46.2115
"Support based on commodity output, relative to PSE",Percentage of producer support estimate,2019,42.0705
"Support based on commodity output, relative to PSE",Percentage of producer support estimate,2020,42.3261
"Support based on commodity output, relative to PSE",Percentage of producer support estimate,2021,35.8348
"Support based on commodity output, relative to PSE",Percentage of producer support estimate,2022,32.6126
"Support based on commodity output, relative to PSE",Percentage of producer support estimate,2023,39.2032
"Support based on commodity output, relative to PSE",Percentage of producer support estimate,2024,41.519
"Payments based on input use, relative to PSE",Percentage of producer support estimate,2013,13.1945
"Payments based on input use, relative to PSE",Percentage of producer support estimate,2014,13.7963
"Payments based on input use, relative to PSE",Percentage of producer support estimate,2015,13.569
"Payments based on input use, relative to PSE",Percentage of producer support estimate,2016,12.2779
"Payments based on input use, relative to PSE",Percentage of producer support estimate,2017,12.4482
"Payments based on input use, relative to PSE",Percentage of producer support estimate,2018,12.7451
"Payments based on input use, relative to PSE",Percentage of producer support estimate,2019,12.4545
"Payments based on input use, relative to PSE",Percentage of producer support estimate,2020,14.8017
"Payments based on input use, relative to PSE",Percentage of producer support estimate,2021,12.4456
"Payments based on input use, relative to PSE",Percentage of producer support estimate,2022,16.3577
"Payments based on input use, relative to PSE",Percentage of producer support estimate,2023,16.6552
"Payments based on input use, relative to PSE",Percentage of producer support estimate,2024,15.9256
"Payments based on current area planted / animal numbers / receipts / income, production required, relative to PSE",Percentage of producer support estimate,2013,14.6475
"Payments based on current area planted / animal numbers / receipts / income, production required, relative to PSE",Percentage of producer support estimate,2014,13.5753
"Payments based on current area planted / animal numbers / receipts / income, production required, relative to PSE",Percentage of producer support estimate,2015,15.0191
"Payments based on current area planted / animal numbers / receipts / income, production required, relative to PSE",Percentage of producer support estimate,2016,15.6076
"Payments based on current area planted / animal numbers / receipts / income, production required, relative to PSE",Percentage of producer support estimate,2017,16.4921
"Payments based on current area planted / animal numbers / receipts / income, production required, relative to PSE",Percentage of producer support estimate,2018,16.0108
"Payments based on current area planted / animal numbers / receipts / income, production required, relative to PSE",Percentage of producer support estimate,2019,22.1493
"Payments based on current area planted / animal numbers / receipts / income, production required, relative to PSE",Percentage of producer support estimate,2020,19.47
"Payments based on current area planted / animal numbers / receipts / income, production required, relative to PSE",Percentage of producer support estimate,2021,25.1646
"Payments based on current area planted / animal numbers / receipts / income, production required, relative to PSE",Percentage of producer support estimate,2022,25.5887
"Payments based on current area planted / animal numbers / receipts / income, production required, relative to PSE",Percentage of producer support estimate,2023,24.1446
"Payments based on current area planted / animal numbers / receipts / income, production required, relative to PSE",Percentage of producer support estimate,2024,22.4392
"Payments based on non-current area planted / animal numbers / receipts / income, production required, relative to PSE",Percentage of producer support estimate,2013,0.8017
"Payments based on non-current area planted / animal numbers / receipts / income, production required, relative to PSE",Percentage of producer support estimate,2014,1.3113
"Payments based on non-current area planted / animal numbers / receipts / income, production required, relative to PSE",Percentage of producer support estimate,2015,1.1672
"Payments based on non-current area planted / animal numbers / receipts / income, production required, relative to PSE",Percentage of producer support estimate,2016,1.1963
"Payments based on non-current area planted / animal numbers / receipts / income, production required, relative to PSE",Percentage of producer support estimate,2017,0.934
"Payments based on non-current area planted / animal numbers / receipts / income, production required, relative to PSE",Percentage of producer support estimate,2018,0.962
"Payments based on non-current area planted / animal numbers / receipts / income, production required, relative to PSE",Percentage of producer support estimate,2019,1.034
"Payments based on non-current area planted / animal numbers / receipts / income, production required, relative to PSE",Percentage of producer support estimate,2020,0.8497
"Payments based on non-current area planted / animal numbers / receipts / income, production required, relative to PSE",Percentage of producer support estimate,2021,2.0213
"Payments based on non-current area planted / animal numbers / receipts / income, production required, relative to PSE",Percentage of producer support estimate,2022,1.1913
"Payments based on non-current area planted / animal numbers / receipts / income, production required, relative to PSE",Percentage of producer support estimate,2023,0.9806
"Payments based on non-current area planted / animal numbers / receipts / income, production required, relative to PSE",Percentage of producer support estimate,2024,0.9763
"Payments based on non-current area planted / animal numbers / receipts / income, production not required, relative to PSE",Percentage of producer support estimate,2013,23.8103
"Payments based on non-current area planted / animal numbers / receipts / income, production not required, relative to PSE",Percentage of producer support estimate,2014,26.9594
"Payments based on non-current area planted / animal numbers / receipts / income, production not required, relative to PSE",Percentage of producer support estimate,2015,23.5072
"Payments based on non-current area planted / animal numbers / receipts / income, production not required, relative to PSE",Percentage of producer support estimate,2016,23.2441
"Payments based on non-current area planted / animal numbers / receipts / income, production not required, relative to PSE",Percentage of producer support estimate,2017,21.6586
"Payments based on non-current area planted / animal numbers / receipts / income, production not required, relative to PSE",Percentage of producer support estimate,2018,22.4708
"Payments based on non-current area planted / animal numbers / receipts / income, production not required, relative to PSE",Percentage of producer support estimate,2019,20.0884
"Payments based on non-current area planted / animal numbers / receipts / income, production not required, relative to PSE",Percentage of producer support estimate,2020,20.203
"Payments based on non-current area planted / animal numbers / receipts / income, production not required, relative to PSE",Percentage of producer support estimate,2021,21.9553
"Payments based on non-current area planted / animal numbers / receipts / income, production not required, relative to PSE",Percentage of producer support estimate,2022,21.4171
"Payments based on non-current area planted / animal numbers / receipts / income, production not required, relative to PSE",Percentage of producer support estimate,2023,15.7904
"Payments based on non-current area planted / animal numbers / receipts / income, production not required, relative to PSE",Percentage of producer support estimate,2024,14.7414
"Payments based on non-commodity criteria, relative to PSE",Percentage of producer support estimate,2013,2.3714
"Payments based on non-commodity criteria, relative to PSE",Percentage of producer support estimate,2014,1.7385
"Payments based on non-commodity criteria, relative to PSE",Percentage of producer support estimate,2015,1.6145
"Payments based on non-commodity criteria, relative to PSE",Percentage of producer support estimate,2016,1.6114
"Payments based on non-commodity criteria, relative to PSE",Percentage of producer support estimate,2017,1.5731
"Payments based on non-commodity criteria, relative to PSE",Percentage of producer support estimate,2018,1.2963
"Payments based on non-commodity criteria, relative to PSE",Percentage of producer support estimate,2019,1.8825
"Payments based on non-commodity criteria, relative to PSE",Percentage of producer support estimate,2020,2.1141
"Payments based on non-commodity criteria, relative to PSE",Percentage of producer support estimate,2021,2.3375
"Payments based on non-commodity criteria, relative to PSE",Percentage of producer support estimate,2022,2.6095
"Payments based on non-commodity criteria, relative to PSE",Percentage of producer support estimate,2023,2.9334
"Payments based on non-commodity criteria, relative to PSE",Percentage of producer support estimate,2024,4.118
"Miscellaneous payments, relative to PSE",Percentage of producer support estimate,2013,0.1647
"Miscellaneous payments, relative to PSE",Percentage of producer support estimate,2014,0.1814
"Miscellaneous payments, relative to PSE",Percentage of producer support estimate,2015,0.4344
"Miscellaneous payments, relative to PSE",Percentage of producer support estimate,2016,0.4034
"Miscellaneous payments, relative to PSE",Percentage of producer support estimate,2017,0.306
"Miscellaneous payments, relative to PSE",Percentage of producer support estimate,2018,0.3035
"Miscellaneous payments, relative to PSE",Percentage of producer support estimate,2019,0.3208
"Miscellaneous payments, relative to PSE",Percentage of producer support estimate,2020,0.2354
"Miscellaneous payments, relative to PSE",Percentage of producer support estimate,2021,0.241
"Miscellaneous payments, relative to PSE",Percentage of producer support estimate,2022,0.2231
"Miscellaneous payments, relative to PSE",Percentage of producer support estimate,2023,0.2926
"Miscellaneous payments, relative to PSE",Percentage of producer support estimate,2024,0.2804
"Agricultural knowledge and innovation system, relative to GSSE",Percentage of general services support estimate,2013,28.7934
"Agricultural knowledge and innovation system, relative to GSSE",Percentage of general services support estimate,2014,32.8557
"Agricultural knowledge and innovation system, relative to GSSE",Percentage of general services support estimate,2015,31.2098
"Agricultural knowledge and innovation system, relative to GSSE",Percentage of general services support estimate,2016,30.4069
"Agricultural knowledge and innovation system, relative to GSSE",Percentage of general services support estimate,2017,30.34
"Agricultural knowledge and innovation system, relative to GSSE",Percentage of general services support estimate,2018,31.3333
"Agricultural knowledge and innovation system, relative to GSSE",Percentage of general services support estimate,2019,31.6877
"Agricultural knowledge and innovation system, relative to GSSE",Percentage of general services support estimate,2020,29.2205
"Agricultural knowledge and innovation system, relative to GSSE",Percentage of general services support estimate,2021,32.1713
"Agricultural knowledge and innovation system, relative to GSSE",Percentage of general services support estimate,2022,29.6196
"Agricultural knowledge and innovation system, relative to GSSE",Percentage of general services support estimate,2023,30.4719
"Agricultural knowledge and innovation system, relative to GSSE",Percentage of general services support estimate,2024,30.0286
"Agricultural knowledge generation, relative to GSSE",Percentage of general services support estimate,2013,16.6984
"Agricultural knowledge generation, relative to GSSE",Percentage of general services support estimate,2014,19.0299
"Agricultural knowledge generation, relative to GSSE",Percentage of general services support estimate,2015,17.7645
"Agricultural knowledge generation, relative to GSSE",Percentage of general services support estimate,2016,17.7804
"Agricultural knowledge generation, relative to GSSE",Percentage of general services support estimate,2017,17.4907
"Agricultural knowledge generation, relative to GSSE",Percentage of general services support estimate,2018,18.1576
"Agricultural knowledge generation, relative to GSSE",Percentage of general services support estimate,2019,18.9301
"Agricultural knowledge generation, relative to GSSE",Percentage of general services support estimate,2020,16.9902
"Agricultural knowledge generation, relative to GSSE",Percentage of general services support estimate,2021,19.313
"Agricultural knowledge generation, relative to GSSE",Percentage of general services support estimate,2022,17.7375
"Agricultural knowledge generation, relative to GSSE",Percentage of general services support estimate,2023,18.0177
"Agricultural knowledge generation, relative to GSSE",Percentage of general services support estimate,2024,17.492
"Agricultural knowledge transfer, relative to GSSE",Percentage of general services support estimate,2013,12.095
"Agricultural knowledge transfer, relative to GSSE",Percentage of general services support estimate,2014,13.8258
"Agricultural knowledge transfer, relative to GSSE",Percentage of general services support estimate,2015,13.4453
"Agricultural knowledge transfer, relative to GSSE",Percentage of general services support estimate,2016,12.6265
"Agricultural knowledge transfer, relative to GSSE",Percentage of general services support estimate,2017,12.8493
"Agricultural knowledge transfer, relative to GSSE",Percentage of general services support estimate,2018,13.1756
"Agricultural knowledge transfer, relative to GSSE",Percentage of general services support estimate,2019,12.7577
"Agricultural knowledge transfer, relative to GSSE",Percentage of general services support estimate,2020,12.2303
"Agricultural knowledge transfer, relative to GSSE",Percentage of general services support estimate,2021,12.8584
"Agricultural knowledge transfer, relative to GSSE",Percentage of general services support estimate,2022,11.8821
"Agricultural knowledge transfer, relative to GSSE",Percentage of general services support estimate,2023,12.4542
"Agricultural knowledge transfer, relative to GSSE",Percentage of general services support estimate,2024,12.5366
"Education, relative to GSSE",Percentage of general services support estimate,2013,9.5282
"Education, relative to GSSE",Percentage of general services support estimate,2014,11.2938
"Education, relative to GSSE",Percentage of general services support estimate,2015,10.7057
"Education, relative to GSSE",Percentage of general services support estimate,2016,9.9636
"Education, relative to GSSE",Percentage of general services support estimate,2017,10.04
"Education, relative to GSSE",Percentage of general services support estimate,2018,10.4786
"Education, relative to GSSE",Percentage of general services support estimate,2019,10.0965
"Education, relative to GSSE",Percentage of general services support estimate,2020,9.6661
"Education, relative to GSSE",Percentage of general services support estimate,2021,10.154
"Education, relative to GSSE",Percentage of general services support estimate,2022,9.2904
"Education, relative to GSSE",Percentage of general services support estimate,2023,9.8667
"Education, relative to GSSE",Percentage of general services support estimate,2024,9.8593
"Extension services, relative to GSSE",Percentage of general services support estimate,2013,2.5668
"Extension services, relative to GSSE",Percentage of general services support estimate,2014,2.532
"Extension services, relative to GSSE",Percentage of general services support estimate,2015,2.7396
"Extension services, relative to GSSE",Percentage of general services support estimate,2016,2.6629
"Extension services, relative to GSSE",Percentage of general services support estimate,2017,2.8094
"Extension services, relative to GSSE",Percentage of general services support estimate,2018,2.697
"Extension services, relative to GSSE",Percentage of general services support estimate,2019,2.6612
"Extension services, relative to GSSE",Percentage of general services support estimate,2020,2.5643
"Extension services, relative to GSSE",Percentage of general services support estimate,2021,2.7044
"Extension services, relative to GSSE",Percentage of general services support estimate,2022,2.5917
"Extension services, relative to GSSE",Percentage of general services support estimate,2023,2.5875
"Extension services, relative to GSSE",Percentage of general services support estimate,2024,2.6773
"Inspection and control, relative to GSSE",Percentage of general services support estimate,2013,7.8422
"Inspection and control, relative to GSSE",Percentage of general services support estimate,2014,9.1965
"Inspection and control, relative to GSSE",Percentage of general services support estimate,2015,8.8482
"Inspection and control, relative to GSSE",Percentage of general services support estimate,2016,9.3116
"Inspection and control, relative to GSSE",Percentage of general services support estimate,2017,9.0533
"Inspection and control, relative to GSSE",Percentage of general services support estimate,2018,9.7405
"Inspection and control, relative to GSSE",Percentage of general services support estimate,2019,9.3101
"Inspection and control, relative to GSSE",Percentage of general services support estimate,2020,9.0262
"Inspection and control, relative to GSSE",Percentage of general services support estimate,2021,9.4803
"Inspection and control, relative to GSSE",Percentage of general services support estimate,2022,9.742
"Inspection and control, relative to GSSE",Percentage of general services support estimate,2023,9.8116
"Inspection and control, relative to GSSE",Percentage of general services support estimate,2024,9.1613
"Agricultural product safety and inspection, relative to GSSE",Percentage of general services support estimate,2013,4.8174
"Agricultural product safety and inspection, relative to GSSE",Percentage of general services support estimate,2014,5.2952
"Agricultural product safety and inspection, relative to GSSE",Percentage of general services support estimate,2015,5.1007
"Agricultural product safety and inspection, relative to GSSE",Percentage of general services support estimate,2016,5.2487
"Agricultural product safety and inspection, relative to GSSE",Percentage of general services support estimate,2017,5.053
"Agricultural product safety and inspection, relative to GSSE",Percentage of general services support estimate,2018,5.5795
"Agricultural product safety and inspection, relative to GSSE",Percentage of general services support estimate,2019,5.0948
"Agricultural product safety and inspection, relative to GSSE",Percentage of general services support estimate,2020,4.8768
"Agricultural product safety and inspection, relative to GSSE",Percentage of general services support estimate,2021,5.0401
"Agricultural product safety and inspection, relative to GSSE",Percentage of general services support estimate,2022,5.4743
"Agricultural product safety and inspection, relative to GSSE",Percentage of general services support estimate,2023,5.466
"Agricultural product safety and inspection, relative to GSSE",Percentage of general services support estimate,2024,4.5984
"Pest and disease inspection and control, relative to GSSE",Percentage of general services support estimate,2013,2.2036
"Pest and disease inspection and control, relative to GSSE",Percentage of general services support estimate,2014,3.0812
"Pest and disease inspection and control, relative to GSSE",Percentage of general services support estimate,2015,2.8994
"Pest and disease inspection and control, relative to GSSE",Percentage of general services support estimate,2016,3.2263
"Pest and disease inspection and control, relative to GSSE",Percentage of general services support estimate,2017,3.2099
"Pest and disease inspection and control, relative to GSSE",Percentage of general services support estimate,2018,3.3097
"Pest and disease inspection and control, relative to GSSE",Percentage of general services support estimate,2019,3.3283
"Pest and disease inspection and control, relative to GSSE",Percentage of general services support estimate,2020,3.3143
"Pest and disease inspection and control, relative to GSSE",Percentage of general services support estimate,2021,3.5994
"Pest and disease inspection and control, relative to GSSE",Percentage of general services support estimate,2022,3.4432
"Pest and disease inspection and control, relative to GSSE",Percentage of general services support estimate,2023,3.4687
"Pest and disease inspection and control, relative to GSSE",Percentage of general services support estimate,2024,3.6452
"Input control, relative to GSSE",Percentage of general services support estimate,2013,0.8212
"Input control, relative to GSSE",Percentage of general services support estimate,2014,0.8201
"Input control, relative to GSSE",Percentage of general services support estimate,2015,0.848
"Input control, relative to GSSE",Percentage of general services support estimate,2016,0.8366
"Input control, relative to GSSE",Percentage of general services support estimate,2017,0.7904
"Input control, relative to GSSE",Percentage of general services support estimate,2018,0.8513
"Input control, relative to GSSE",Percentage of general services support estimate,2019,0.8869
"Input control, relative to GSSE",Percentage of general services support estimate,2020,0.8351
"Input control, relative to GSSE",Percentage of general services support estimate,2021,0.8408
"Input control, relative to GSSE",Percentage of general services support estimate,2022,0.8245
"Input control, relative to GSSE",Percentage of general services support estimate,2023,0.8769
"Input control, relative to GSSE",Percentage of general services support estimate,2024,0.9177
"Development and maintenance of infrastructure, relative to GSSE",Percentage of general services support estimate,2013,46.1351
"Development and maintenance of infrastructure, relative to GSSE",Percentage of general services support estimate,2014,40.9679
"Development and maintenance of infrastructure, relative to GSSE",Percentage of general services support estimate,2015,40.417
"Development and maintenance of infrastructure, relative to GSSE",Percentage of general services support estimate,2016,43.9503
"Development and maintenance of infrastructure, relative to GSSE",Percentage of general services support estimate,2017,44.5226
"Development and maintenance of infrastructure, relative to GSSE",Percentage of general services support estimate,2018,43.0229
"Development and maintenance of infrastructure, relative to GSSE",Percentage of general services support estimate,2019,41.4486
"Development and maintenance of infrastructure, relative to GSSE",Percentage of general services support estimate,2020,38.2189
"Development and maintenance of infrastructure, relative to GSSE",Percentage of general services support estimate,2021,37.615
"Development and maintenance of infrastructure, relative to GSSE",Percentage of general services support estimate,2022,38.2379
"Development and maintenance of infrastructure, relative to GSSE",Percentage of general services support estimate,2023,36.1278
"Development and maintenance of infrastructure, relative to GSSE",Percentage of general services support estimate,2024,35.8451
"Hydrological infrastructure, relative to GSSE",Percentage of general services support estimate,2013,17.4368
"Hydrological infrastructure, relative to GSSE",Percentage of general services support estimate,2014,18.9757
"Hydrological infrastructure, relative to GSSE",Percentage of general services support estimate,2015,17.3035
"Hydrological infrastructure, relative to GSSE",Percentage of general services support estimate,2016,18.901
"Hydrological infrastructure, relative to GSSE",Percentage of general services support estimate,2017,18.5722
"Hydrological infrastructure, relative to GSSE",Percentage of general services support estimate,2018,16.856
"Hydrological infrastructure, relative to GSSE",Percentage of general services support estimate,2019,16.2258
"Hydrological infrastructure, relative to GSSE",Percentage of general services support estimate,2020,16.5725
"Hydrological infrastructure, relative to GSSE",Percentage of general services support estimate,2021,13.6015
"Hydrological infrastructure, relative to GSSE",Percentage of general services support estimate,2022,16.1754
"Hydrological infrastructure, relative to GSSE",Percentage of general services support estimate,2023,16.2508
"Hydrological infrastructure, relative to GSSE",Percentage of general services support estimate,2024,15.9129
"Storage, marketing and other physical infrastructure, relative to GSSE",Percentage of general services support estimate,2013,10.3831
"Storage, marketing and other physical infrastructure, relative to GSSE",Percentage of general services support estimate,2014,10.1582
"Storage, marketing and other physical infrastructure, relative to GSSE",Percentage of general services support estimate,2015,11.0235
"Storage, marketing and other physical infrastructure, relative to GSSE",Percentage of general services support estimate,2016,13.5857
"Storage, marketing and other physical infrastructure, relative to GSSE",Percentage of general services support estimate,2017,13.2872
"Storage, marketing and other physical infrastructure, relative to GSSE",Percentage of general services support estimate,2018,13.031
"Storage, marketing and other physical infrastructure, relative to GSSE",Percentage of general services support estimate,2019,13.5469
"Storage, marketing and other physical infrastructure, relative to GSSE",Percentage of general services support estimate,2020,13.489
"Storage, marketing and other physical infrastructure, relative to GSSE",Percentage of general services support estimate,2021,13.3831
"Storage, marketing and other physical infrastructure, relative to GSSE",Percentage of general services support estimate,2022,8.6391
"Storage, marketing and other physical infrastructure, relative to GSSE",Percentage of general services support estimate,2023,8.965
"Storage, marketing and other physical infrastructure, relative to GSSE",Percentage of general services support estimate,2024,8.1452
"Institutional infrastructure, relative to GSSE",Percentage of general services support estimate,2013,9.9942
"Institutional infrastructure, relative to GSSE",Percentage of general services support estimate,2014,5.4962
"Institutional infrastructure, relative to GSSE",Percentage of general services support estimate,2015,7.0602
"Institutional infrastructure, relative to GSSE",Percentage of general services support estimate,2016,8.6394
"Institutional infrastructure, relative to GSSE",Percentage of general services support estimate,2017,10.0184
"Institutional infrastructure, relative to GSSE",Percentage of general services support estimate,2018,10.2737
"Institutional infrastructure, relative to GSSE",Percentage of general services support estimate,2019,9.2754
"Institutional infrastructure, relative to GSSE",Percentage of general services support estimate,2020,6.1027
"Institutional infrastructure, relative to GSSE",Percentage of general services support estimate,2021,8.405
"Institutional infrastructure, relative to GSSE",Percentage of general services support estimate,2022,11.1728
"Institutional infrastructure, relative to GSSE",Percentage of general services support estimate,2023,8.6433
"Institutional infrastructure, relative to GSSE",Percentage of general services support estimate,2024,9.5139
"Farm restructuring, relative to GSSE",Percentage of general services support estimate,2013,8.321
"Farm restructuring, relative to GSSE",Percentage of general services support estimate,2014,6.3378
"Farm restructuring, relative to GSSE",Percentage of general services support estimate,2015,5.0297
"Farm restructuring, relative to GSSE",Percentage of general services support estimate,2016,2.8242
"Farm restructuring, relative to GSSE",Percentage of general services support estimate,2017,2.6449
"Farm restructuring, relative to GSSE",Percentage of general services support estimate,2018,2.8622
"Farm restructuring, relative to GSSE",Percentage of general services support estimate,2019,2.4006
"Farm restructuring, relative to GSSE",Percentage of general services support estimate,2020,2.0547
"Farm restructuring, relative to GSSE",Percentage of general services support estimate,2021,2.2255
"Farm restructuring, relative to GSSE",Percentage of general services support estimate,2022,2.2507
"Farm restructuring, relative to GSSE",Percentage of general services support estimate,2023,2.2687
"Farm restructuring, relative to GSSE",Percentage of general services support estimate,2024,2.2731
"Marketing and promotion, relative to GSSE",Percentage of general services support estimate,2013,12.8961
